round_id,coder_id,handle,attended,num_submissions,point_total,provisional_placed,system_point_total,placed,rated_ind,old_rating,new_rating,num_ratings,duration,first_submission_time,last_submission_time,prov_score_norm,fin_score_norm,old_rating_norm,prov_rank_norm,fin_rank_norm,old_rating_rank_norm,submission_freq,predictability_prov,predictability_fin,predictability_norm_score,new_minus_old_rating,dev_from_predicted_prov,dev_from_predicted_fin,prov_score_norm_distance,fin_score_norm_distance,num_nonmissing_prov,num_nonmissing_fin,num_nonmissing_numsubmissions,num_nonmissing_oldrating,num_prev_ratings,first_complexity,last_complexity,num_nonmissing_firstcomp,num_nonmissing_lastcomp,first_submission_lines,sum_insertions,sum_code_lines,last_submission_lines,num_nonmissing_sumcodelines,newcomer_x,num_contestants,contestant_registrant_ratio,average_experience,engagement_barrier,scoring_complexity,provisional_testing,task_type,target,improve,scoring_type,stratum,submission_chars,problem_id,language_id,newcomer_y,registration_time,submission_time,length_submission_period,first_complexity_est,last_complexity_est
11136,22713340,MarkByers,Y,23,73.85,2.0,341.82,2.0,1,1208.0,1514.0,3,335.0,0.0786285240464345,0.9461857379767827,0.9567301463920196,0.933908909592634,0.6182190378710338,0.9924812030075189,0.9924812030075189,0.4842105263157895,0.0686567164179104,0.4917293233082707,0.4917293233082707,0.6614888914790141,306.0,0.5082706766917293,0.5082706766917293,0.0432698536079803,0.0660910904073659,133,133,133,95,2,11.0,122.0,123.0,123.0,36.0,911.0,947.0,348.0,123.0,False,146,0.4818481848184818,5.041095890410959,2.0,1.0,Shared,Strategy,Quality,No,Absolute,4.0,1136.0,8671.0,C#,0,0.07852321724709785,0.0786285240464345,0.8675572139303482,11.0,122.0
12198,7213681,wleite,Y,6,67.94,9.0,758.92,9.0,1,2373.0,2322.0,16,156.0,0.13565349002849003,0.9649554843304843,0.8098700679461199,0.8070182900893237,0.9809838776353864,0.7894736842105263,0.7894736842105263,0.9629629629629628,0.0384615384615384,0.8265107212475634,0.8265107212475634,0.8288861903107334,-51.0,-0.1734892787524365,-0.1734892787524365,0.19012993205388,0.1929817099106763,38,38,38,27,15,58.0,98.0,30.0,30.0,241.0,514.0,755.0,323.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,8762.0,8472.0,Java,0,0.13553062678062677,0.13565349002849003,0.8293019943019942,58.0,98.0
12198,15635590,Nickolas,Y,5,24.01,20.0,270.56,20.0,1,1232.0,1289.0,8,156.0,0.22686609686609688,0.661727207977208,0.2862081296936464,0.2877073585708209,0.5093013642000827,0.5,0.5,0.1851851851851851,0.032051282051282,0.6851851851851851,0.6851851851851851,0.7769067654935637,57.0,0.3148148148148148,0.3148148148148148,0.7137918703063535,0.712292641429179,38,38,38,27,7,36.0,45.0,30.0,30.0,252.0,211.0,463.0,276.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,8789.0,8472.0,C++,0,0.18977207977207977,0.22686609686609688,0.4348611111111111,36.0,45.0
12198,15781032,brajeshlkw,Y,7,19.31,21.0,210.04,21.0,1,1579.0,1557.0,30,156.0,0.11103810541310541,0.9346652421652422,0.2301823816903087,0.2233517652062951,0.65274906986358,0.4736842105263157,0.4736842105263157,0.6296296296296297,0.0448717948717948,0.8440545808966862,0.8440545808966862,0.5774333118267287,-22.0,-0.1559454191033139,-0.1559454191033139,0.7698176183096913,0.7766482347937048,38,38,38,27,29,,,30.0,30.0,,,,,,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,,8472.0,VB,0,0.10574786324786324,0.11103810541310541,0.8236271367521367,,
12198,21923970,Irioth,Y,5,83.89,1.0,940.4,1.0,1,1530.0,1758.0,18,156.0,0.061622150997150994,0.8414921652421652,1.0,1.0,0.6324927656056222,1.0,1.0,0.5555555555555556,0.032051282051282,0.5555555555555556,0.5555555555555556,0.6324927656056222,228.0,0.4444444444444444,0.4444444444444444,0.0,0.0,38,38,38,27,17,55.0,103.0,30.0,30.0,177.0,665.0,842.0,332.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,4955.0,8472.0,Java,0,-0.07493055555555556,0.061622150997150994,0.7798700142450142,55.0,103.0
12198,22074910,[.],Y,4,55.58,17.0,636.95,16.0,1,1935.0,1885.0,21,156.0,0.418497150997151,0.9316488603988604,0.6625342710692573,0.6773181624840494,0.7999173212071103,0.5789473684210527,0.6052631578947368,0.7777777777777778,0.0256410256410256,0.8011695906432749,0.827485380116959,0.862616949862147,-50.0,-0.1988304093567251,-0.1725146198830409,0.3374657289307426,0.3226818375159506,38,38,38,27,20,55.0,85.0,30.0,30.0,254.0,291.0,545.0,363.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,10250.0,8472.0,C#,0,0.4091577635327635,0.418497150997151,0.5131517094017094,55.0,85.0
12198,22685656,Mimino,Y,5,58.52,15.0,650.26,15.0,1,1819.0,1793.0,11,156.0,0.27054131054131053,0.7193928062678062,0.6975801645011325,0.6914717141641855,0.7519636213311286,0.631578947368421,0.631578947368421,0.7407407407407407,0.032051282051282,0.8908382066276803,0.8908382066276803,0.945616543170004,-26.0,-0.1091617933723196,-0.1091617933723196,0.3024198354988675,0.3085282858358145,38,38,38,27,10,27.0,50.0,30.0,30.0,151.0,325.0,476.0,294.0,30.0,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,5188.0,8472.0,C++,0,0.24899928774928776,0.27054131054131053,0.4488514957264957,27.0,50.0
12198,22715204,anoopsabir,Y,2,0.0,32.0,0.02,32.0,1,811.0,907.0,3,156.0,,,0.0,2.126754572522331e-05,0.3352625051674245,0.1052631578947368,0.1842105263157894,0.037037037037037,0.0128205128205128,0.9317738791423004,0.8528265107212476,0.6647374948325755,96.0,0.0682261208576998,0.1471734892787524,1.0,0.9999787324542748,38,38,38,27,2,,,30.0,30.0,,,,,,False,55,0.3618421052631579,7.254545454545455,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,,,,0,,,,,
12200,7213681,wleite,Y,3,92.26,7.0,459.66,6.0,1,2296.0,2293.0,18,157.0,0.2886978060863411,0.9077512384996461,0.9371254443880144,0.9498088645521232,0.922458818802732,0.8695652173913043,0.8913043478260869,0.918918918918919,0.019108280254777,0.9506462984723854,0.972385428907168,0.9853333744147178,-3.0,-0.0493537015276146,-0.027614571092832,0.0628745556119857,0.0501911354478767,46,46,46,37,17,204.0,203.0,37.0,37.0,487.0,861.0,1348.0,483.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,23632.0,8604.0,Java,0,0.28868011323425335,0.2886978060863411,0.619053432413305,204.0,203.0
12200,7527926,Softwalker,Y,4,15.7,24.0,75.87,24.0,1,997.0,1058.0,23,157.0,0.0,0.3908315640481246,0.159471813103098,0.1567723938423391,0.4005624748895138,0.5,0.5,0.1891891891891892,0.0254777070063694,0.6891891891891893,0.6891891891891893,0.7589093382135842,61.0,0.3108108108108108,0.3108108108108108,0.840528186896902,0.8432276061576609,46,46,46,37,22,375.0,385.0,37.0,37.0,338.0,67.0,405.0,381.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,12072.0,8604.0,Java,0,-0.04538216560509554,0.0,0.3908315640481246,375.0,385.0
12200,8400878,shinh,Y,13,91.24,10.0,452.79,10.0,1,1779.0,1830.0,3,157.0,0.4055820948336872,0.9114225053078556,0.9267648552564752,0.9356131831800808,0.7147448774608276,0.8043478260869565,0.8043478260869565,0.7027027027027027,0.0828025477707006,0.8983548766157462,0.8983548766157462,0.7879800222043523,51.0,0.1016451233842538,0.1016451233842538,0.0732351447435246,0.0643868168199193,46,46,46,37,2,233.0,483.0,37.0,37.0,823.0,1905.0,2728.0,1839.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,27074.0,8604.0,C++,0,0.40523354564755837,0.4055820948336872,0.5058404104741685,233.0,483.0
12200,15781032,brajeshlkw,Y,2,0.68,33.0,4.53,34.0,1,1497.0,1406.0,32,157.0,0.7488729653220099,0.9793542108987969,0.0069070594210259,0.0093604711230499,0.6014463640016071,0.3043478260869565,0.2826086956521739,0.5945945945945946,0.0127388535031847,0.7097532314923619,0.6880141010575793,0.4054606954194187,-91.0,-0.2902467685076381,-0.3119858989424207,0.993092940578974,0.99063952887695,46,46,46,37,31,,,37.0,37.0,,,,,,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,,8604.0,VB,0,0.0672310686482661,0.7488729653220099,0.23048124557678706,,
12200,15927969,anothermat,Y,1,32.12,22.0,156.2,22.0,1,1311.0,1332.0,4,157.0,0.9858846426043878,0.9858846426043878,0.3262569832402234,0.3227606157660915,0.5267175572519084,0.5434782608695652,0.5434782608695652,0.4729729729729729,0.0063694267515923,0.9294947121034078,0.9294947121034078,0.7995394259883151,21.0,0.0705052878965922,0.0705052878965922,0.6737430167597765,0.6772393842339085,46,46,46,37,3,144.0,144.0,37.0,37.0,511.0,0.0,511.0,511.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,14610.0,8604.0,C++,0,0.9855467091295117,0.9858846426043878,0.0,144.0,144.0
12200,21923970,Irioth,Y,7,92.1,8.0,452.5,11.0,1,1802.0,1829.0,20,157.0,0.1898832271762208,0.8275389242745931,0.935500253936008,0.935013947721872,0.723985536359984,0.8478260869565217,0.782608695652174,0.7297297297297297,0.0445859872611464,0.881903642773208,0.9471210340775558,0.788485282423976,27.0,0.118096357226792,0.0528789659224442,0.064499746063992,0.0649860522781279,46,46,46,37,19,128.0,334.0,37.0,37.0,294.0,1550.0,1844.0,882.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,8910.0,8604.0,Java,0,-0.07516454352441614,0.1898832271762208,0.6376556970983722,128.0,334.0
12200,22721952,woldsom,Y,3,50.69,20.0,261.48,19.0,1,1000.0,1186.0,2,157.0,0.12899858457183297,0.5876521585279547,0.5148806500761808,0.5403037503874367,0.4017677782241864,0.5869565217391305,0.6086956521739131,0.2162162162162162,0.019108280254777,0.6292596944770857,0.6075205640423031,0.8868871281480056,186.0,0.3707403055229142,0.3924794359576968,0.4851193499238192,0.4596962496125633,46,46,46,37,1,63.0,96.0,37.0,37.0,210.0,104.0,314.0,302.0,37.0,False,57,0.1775700934579439,7.087719298245614,2.0,2.0,Shared,Strategy,Quality,No,Relative,3.0,8575.0,8604.0,Java,0,-0.06168789808917197,0.12899858457183297,0.4586535739561217,63.0,96.0
12204,13274356,kishore_g84,Y,9,36.62,41.0,340.81,43.0,1,1075.0,1122.0,14,330.0,0.15512037037037038,0.9621784511784511,0.39709390587725,0.3638217240459034,0.4692274116106503,0.4936708860759494,0.4683544303797468,0.2807017543859649,0.0272727272727272,0.7870308683100156,0.812347324006218,0.9278664942665996,47.0,0.2129691316899845,0.1876526759937819,0.60290609412275,0.6361782759540966,79,79,79,57,13,66.0,216.0,72.0,72.0,210.0,737.0,947.0,523.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,5269.0,9888.0,Java,0,0.15509090909090908,0.15512037037037038,0.8070580808080807,66.0,216.0
12204,15781032,brajeshlkw,Y,25,63.86,22.0,647.49,19.0,1,1353.0,1414.0,36,330.0,0.040612794612794614,0.9403964646464646,0.6924745174582521,0.691208967173739,0.5905718027062418,0.7341772151898734,0.7721518987341772,0.4912280701754385,0.0757575757575757,0.7570508549855651,0.7190761714412613,0.8980972852479897,61.0,0.2429491450144348,0.2809238285587386,0.3075254825417479,0.3087910328262609,79,79,79,57,35,,,72.0,72.0,,,,,,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,,9888.0,VB,0,0.04056144781144781,0.040612794612794614,0.89978367003367,,
12204,16064986,ctrucza,Y,3,2.51,74.0,27.7,75.0,1,1140.0,1084.0,15,330.0,0.7791616161616162,0.9849722222222222,0.0272175233138147,0.0295703229250066,0.4975993016150152,0.0759493670886076,0.0632911392405063,0.3333333333333333,0.009090909090909,0.7426160337552743,0.729957805907173,0.5296182216987995,-56.0,-0.2573839662447257,-0.270042194092827,0.9727824766861852,0.9704296770749932,79,79,79,57,14,49.0,49.0,72.0,72.0,169.0,308.0,477.0,201.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,3481.0,9888.0,C++,0,0.7709739057239057,0.7791616161616162,0.20581060606060608,49.0,49.0
12204,22504845,bikol,Y,5,37.58,39.0,365.15,39.0,1,1308.0,1346.0,2,330.0,0.5531801346801347,0.8679132996632997,0.4075037952721752,0.3898051774753135,0.5709297250109122,0.5189873417721519,0.5189873417721519,0.4298245614035088,0.0151515151515151,0.9108372196313568,0.9108372196313568,0.836574070261263,38.0,0.0891627803686431,0.0891627803686431,0.5924962047278248,0.6101948225246865,79,79,79,57,1,201.0,416.0,72.0,72.0,550.0,730.0,1280.0,1182.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,18087.0,9888.0,Java,0,0.5437811447811448,0.5531801346801347,0.31473316498316495,201.0,416.0
12204,22635428,tstan436,Y,6,37.07,40.0,347.94,41.0,1,1214.0,1243.0,15,330.0,0.4328047138047138,0.9974949494949495,0.4019735415311212,0.3714331465172137,0.5298996071584461,0.5063291139240507,0.4936708860759494,0.3508771929824561,0.0181818181818181,0.8445480790584055,0.8572063069065068,0.8720739343726751,29.0,0.1554519209415945,0.1427936930934932,0.5980264584688788,0.6285668534827862,79,79,79,57,14,73.0,72.0,72.0,72.0,290.0,621.0,911.0,409.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,8771.0,9888.0,Java,0,0.43272222222222223,0.4328047138047138,0.5646902356902357,73.0,72.0
12204,22640357,AlMag,Y,4,12.85,56.0,125.05,58.0,1,928.0,969.0,4,330.0,0.6061321548821549,0.6789545454545455,0.139340707004988,0.1334934614358153,0.4050632911392405,0.3037974683544304,0.2784810126582278,0.1403508771929824,0.0121212121212121,0.836553408838552,0.8618698645347547,0.7342774158657476,41.0,0.1634465911614479,0.1381301354652453,0.8606592929950119,0.8665065385641847,79,79,79,57,3,123.0,126.0,72.0,72.0,376.0,176.0,552.0,462.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,14390.0,9888.0,C#,0,-0.011037037037037036,0.6061321548821549,0.0728223905723906,123.0,126.0
12204,22656472,walkerboh,Y,5,82.59,8.0,815.78,9.0,1,1708.0,1767.0,16,330.0,0.3706675084175084,0.9661952861952862,0.8955757970071568,0.8708620229516947,0.7455259711916193,0.9113924050632912,0.8987341772151899,0.8070175438596491,0.0151515151515151,0.895625138796358,0.9082833666444592,0.8499501741844625,59.0,0.104374861203642,0.0917166333555408,0.1044242029928431,0.1291379770483053,79,79,79,57,15,133.0,287.0,72.0,72.0,333.0,747.0,1080.0,668.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,8852.0,9888.0,Java,0,0.37054377104377106,0.3706675084175084,0.5955277777777778,133.0,287.0
12204,22694284,Santyor,Y,1,13.86,54.0,149.3,53.0,1,1013.0,1048.0,6,330.0,0.904962962962963,0.904962962962963,0.1502927781392322,0.1593808380037363,0.4421649934526407,0.3291139240506329,0.3417721518987341,0.2280701754385964,0.003030303030303,0.8989562513879636,0.8862980235398623,0.7081277846865914,35.0,0.1010437486120364,0.1137019764601376,0.8497072218607677,0.8406191619962636,79,79,79,57,5,182.0,182.0,72.0,72.0,529.0,0.0,529.0,529.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,19946.0,9888.0,Java,0,0.8999806397306397,0.904962962962963,0.0,182.0,182.0
12204,22715204,anoopsabir,Y,2,4.91,71.0,80.78,69.0,1,942.0,942.0,6,330.0,0.8979924242424242,0.9982718855218855,0.0532422468011277,0.0862343207899653,0.4111741597555652,0.1139240506329113,0.1392405063291139,0.1578947368421052,0.006060606060606,0.956029313790806,0.9813457694870088,0.6420680870455625,0.0,-0.0439706862091938,-0.0186542305129913,0.9467577531988722,0.9137656792100348,79,79,79,57,5,36.0,139.0,72.0,72.0,71.0,184.0,255.0,255.0,72.0,False,108,0.3624161073825503,5.111111111111111,2.0,1.0,Shared,Optimization,Quality,No,Relative,5.0,2635.0,9888.0,C#,0,0.8490538720538721,0.8979924242424242,0.1002794612794613,36.0,139.0
13565,7213681,wleite,Y,3,77.0,3.0,389.0,1.0,1,2287.0,2323.0,23,162.0,0.6141546639231824,0.9098491083676269,0.8953488372093024,1.0,1.0,0.974025974025974,1.0,1.0,0.0185185185185185,0.974025974025974,1.0,0.8953488372093024,36.0,-0.0259740259740259,0.0,0.1046511627906976,0.0,77,77,77,60,22,108.0,162.0,63.0,63.0,324.0,172.0,496.0,434.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0,10387.0,10014.0,Java,0,0.6140414951989026,0.6141546639231824,0.2956944444444445,108.0,162.0
13565,7527926,Softwalker,Y,1,33.0,23.0,161.0,24.0,1,1138.0,1179.0,27,162.0,0.4070421810699589,0.4070421810699589,0.3837209302325581,0.4138817480719794,0.4975951027547005,0.7012987012987013,0.7012987012987013,0.5166666666666667,0.0061728395061728,0.8153679653679654,0.8153679653679654,0.8861258274778576,41.0,0.1846320346320346,0.1846320346320346,0.6162790697674418,0.5861182519280206,77,77,77,60,26,108.0,108.0,63.0,63.0,179.0,0.0,179.0,179.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0,6238.0,10014.0,Java,0,0.4068981481481482,0.4070421810699589,0.0,108.0,108.0
13565,8400878,shinh,Y,3,48.0,11.0,217.0,11.0,1,1485.0,1570.0,5,162.0,0.5611436899862826,0.7569787379972566,0.5581395348837209,0.5578406169665809,0.6493222562308701,0.8701298701298701,0.8701298701298701,0.8666666666666667,0.0185185185185185,0.9965367965367966,0.9965367965367966,0.9088172786528508,85.0,0.0034632034632033,0.0034632034632033,0.4418604651162791,0.442159383033419,77,77,77,60,4,159.0,166.0,63.0,63.0,608.0,80.0,688.0,648.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0,19945.0,10014.0,C++,0,0.5609619341563786,0.5611436899862826,0.19583504801097396,159.0,166.0
13565,15635590,Nickolas,Y,2,38.0,17.0,172.0,21.0,1,1393.0,1406.0,11,162.0,0.27199074074074076,0.6561865569272977,0.4418604651162791,0.442159383033419,0.6090948841276782,0.7857142857142857,0.7402597402597403,0.8,0.0123456790123456,0.9857142857142857,0.9402597402597402,0.8327655809886009,13.0,-0.0142857142857143,-0.0597402597402597,0.5581395348837209,0.557840616966581,77,77,77,60,10,55.0,70.0,63.0,63.0,178.0,45.0,223.0,223.0,63.0,False,89,0.4238095238095238,5.674157303370786,2.0,1.0,Shared,Strategy,Quality,No,Absolute,3.0,5735.0,10014.0,C++,0,0.2719873113854595,0.27199074074074076,0.3841958161865569,55.0,70.0
