"ProblemID","RoundID","FirstPosSubTime","LastPosSubTime"
10680,14071,3466354204,3467190281
10680,14072,3466368658,3467209998
10680,14073,3466427178,3467206003
10680,14074,3466437587,3467060473
10680,14075,3466443507,3467205896
10680,14076,3466422749,3467209386
10680,14077,3466447694,3467209841
10680,14078,3466453026,3467210250
10680,14079,3466373102,3467208309
10680,14080,3466432304,3467204419
10680,14081,3466376141,3467210149
10680,14082,3466606962,3466816909
10680,14083,3466623211,3467209862
10680,14084,3466696122,3466696122
10680,14085,3467096523,3467208132
10680,14086,3466539358,3467206339
10680,14088,3466588912,3467154226
10680,14090,3466437442,3466600745
10680,14091,3466523158,3466678579
10680,14094,3467201886,3467201886
10680,14096,3466504384,3467188132
10680,14097,3466514470,3467088486
10680,14098,3466658353,3467129757
10680,14100,3466705228,3466947267
10680,14101,3466612098,3466649952
10680,14103,3467025068,3467101546
10680,14106,3466622292,3466958393
10680,14107,3466883110,3467078004
10680,14109,3466429504,3466808487
10680,14110,3466600864,3467177589
10680,14111,3466534170,3466884707
10680,14112,3467085192,3467209633
10680,14114,3466945409,3467205234
10680,14115,3466603084,3467026152
10680,14116,3466823438,3467194466
10680,14117,3466686800,3467174242
10680,14118,3466391516,3467193114
10680,14119,3466435981,3467207271
10680,14120,3467128160,3467207881
10680,14121,3466558845,3467106297
10680,14122,3466442958,3467000033
10680,14124,3467202605,3467202605
10680,14125,3466519180,3467191450
10680,14126,3466623696,3467128967
10680,14127,3466746367,3467206775
10680,14128,3467078195,3467209505
10680,14129,3466760199,3467181103
10680,14130,3466378799,3467198484
10680,14131,3466374512,3467205458
10680,14133,3466375852,3467153340
10680,14134,3466626313,3467210312
10679,14162,3467397007,3467987877
10704,14175,3467994873,3469197489
10676,14176,3468863921,3469974222
10676,14001,3468829971,3469965780
10728,14196,3471026035,3472221504
10728,14195,3471020117,3472221596
10372,13768,3446988645,3448195194
10372,13791,3446991130,3448194376
10390,13797,3448661426,3449234517
10390,13798,3448667229,3449231242
10390,13796,3448640737,3449235174
10390,13800,3449240620,3449843980
10390,13801,3449248546,3449842622
10410,13795,3450015412,3451222230
10390,13799,3449242388,3449843812
10458,13872,3452948156,3452975999
10328,13772,3444678876,3447028635
10474,13897,3454851969,3456061184
10475,13923,3457281790,3458480392
7545,10733,3383482821,3384079336
7604,10747,3384696179,3385295981
7604,10748,3384697228,3385295876
7861,10500,3395581977,3396182384
7542,10758,3385987337,3387110001
7789,10815,3388324103,3389529541
7874,10834,3390757723,3391343992
7542,10757,3385921598,3387110188
7892,10845,3391951421,3391981182
7972,10848,3391985839,3392589563
7993,10859,3393161475,3394367781
8024,10860,3395587291,3396182186
8053,10501,3396789091,3397391977
8102,10861,3396791638,3397391911
8562,11133,3408968459,3410095537
8579,11130,3410702084,3411305972
8632,11131,3411911801,3412515600
8176,10502,3398001988,3399206374
8100,10862,3397999492,3399206182
8113,10929,3399812501,3400415892
8168,10930,3401037558,3402230322
8285,10981,3402827023,3402853529
8281,10931,3403449057,3404653120
8426,10932,3405259737,3405862773
8433,10933,3406471129,3407072285
8579,11134,3410707799,3411305980
8632,11135,3411919649,3412515079
8674,11132,3413127753,3414329998
8671,11136,3413124271,3414329897
10034,14354,3491146351,3492349096
10756,14207,3473011425,3474206303
10756,14209,3473005859,3474208752
10807,14208,3475440417,3476627957
10807,14210,3475432167,3476627572
10844,14226,3478444781,3479648338
11585,14672,3528465723,3529677557
11734,15023,3534872755,3536675986
11645,15027,3533049063,3535725474
11726,15024,3534966578,3536074607
11747,15034,3536959148,3538144706
11776,15038,3537294223,3538490357
11807,15075,3540153598,3541334316
11816,15077,3540369084,3541514382
11786,15078,3540739911,3541942574
11806,15076,3540291916,3542029171
11824,15080,3540917123,3542118731
11839,15087,3541811301,3543584152
11859,15099,3542551577,3543757115
11859,15104,3542572106,3543752358
11853,15103,3542606099,3544027148
11874,15120,3543646777,3544714688
11909,15100,3544968032,3546176211
11915,15130,3545526986,3546694782
11953,15189,3548112852,3549239974
11988,15201,3548755816,3549891307
12032,15202,3548755793,3549891472
11909,15125,3545163556,3546158311
11942,15137,3546236103,3547511929
11984,15101,3547388399,3548595557
11984,15155,3547392188,3548588073
12154,15322,3554739590,3556472128
12179,15327,3556282699,3556904059
12204,15154,3558089209,3558131986
12234,15398,3559121159,3559262338
12204,15409,3559490367,3560172888
12284,15458,3562347991,3564151060
10885,14227,3480256417,3481462764
10918,14264,3482073855,3483277163
10942,14272,3483278356,3485696381
10942,14300,3483293127,3485696399
10989,14273,3486302126,3487510775
10989,14339,3486304085,3487510700
11016,14274,3488729144,3489929963
11016,14351,3488743664,3489929393
11122,14355,3493563110,3494768347
11140,14275,3495890946,3495974201
11123,14412,3497188113,3498400774
9854,14455,3501430358,3502375198
11313,14481,3505228959,3507040716
11353,14495,3510409618,3511011583
11367,14502,3511704981,3514121974
11367,14503,3511713759,3514118674
11384,14525,3514095954,3515849800
11441,14556,3515937851,3517145999
11441,14557,3516030515,3517145884
11457,14570,3517207126,3518355461
11481,14565,3518356985,3519565165
11481,14581,3518368887,3519564379
11346,14584,3519569629,3520774791
11558,14632,3526036696,3526077474
12444,15570,3570978249,3572182640
12487,15608,3573394536,3574601983
12122,15520,3567351160,3569162390
10729,16702,3668953547,3670160387
14464,16847,3691290510,3692397532
14187,16683,3669798599,3671542704
14268,16703,3671977514,3673184077
14282,16756,3675069613,3675167967
14485,16857,3692587090,3693785228
14283,16704,3675612429,3676813196
13718,16430,3637012215,3637688229
13666,16344,3633401448,3634228790
13662,16349,3633711283,3634307955
13701,16405,3636292447,3637688019
13695,16437,3637636415,3638811514
13702,16445,3638545541,3639747505
13805,16471,3641565567,3642771549
13845,16498,3643119735,3643981143
13843,16472,3643983059,3645190760
13913,16510,3647086238,3648128389
13949,16529,3648403181,3649597166
13956,16492,3648476754,3649683559
13992,16558,3651035308,3651495901
14337,16753,3676202352,3677964950
14363,16770,3678096741,3679865879
14363,16781,3678415706,3679865442
14363,16782,3678199711,3679860571
14363,16783,3678084862,3679865980
14363,16784,3678191737,3679865757
14374,16771,3679804855,3680643563
14355,16765,3680908429,3682112337
14378,16734,3682154257,3683321934
14399,16808,3684711892,3685913978
14399,16829,3685914589,3686516530
14281,16828,3685934675,3687123554
14446,16826,3688123107,3689114188
14383,16805,3683170562,3684617966
14445,16838,3688553671,3688588688
14439,16835,3689229076,3690205174
14534,16833,3695347062,3696268412
14511,16870,3695709616,3697408339
14543,16887,3697416583,3698625551
14511,16889,3698073963,3699209989
14553,16894,3699753908,3701552239
14565,16903,3701037369,3702243503
14599,16928,3703462631,3704662798
14615,16930,3704572300,3705094607
14551,16892,3699172243,3704574031
14636,16944,3708294785,3709501156
14622,16950,3709065483,3710850934
14678,16958,3711928926,3712524608
14679,16981,3713050576,3713302762
14691,16978,3712565478,3713907462
14657,16960,3711641662,3713209905
14638,16937,3710372576,3714911989
14722,16959,3716163261,3716758563
14733,17020,3717667372,3717701993
14713,17004,3716173196,3718400004
14734,17025,3719640185,3721427027
14753,17037,3722097686,3723242007
14741,17052,3722826901,3723415106
14703,17007,3717191845,3721423922
14816,17063,3725839321,3726439102
14684,16996,3714994925,3723760719
14799,17070,3726938104,3728519908
14823,17086,3727654634,3728253533
14799,17079,3728422522,3728498284
14799,17080,3728425553,3728498250
14799,17081,3728440905,3728467199
14735,17036,3721309358,3726618858
14775,17058,3725689562,3728685219
14853,17092,3730067734,3730752462
14852,17094,3730220380,3731446604
12487,15609,3573603332,3574601061
12507,15618,3574187271,3575386469
12472,15611,3573831783,3576229032
12472,15652,3573831783,3575624356
12525,15637,3575934636,3576661039
12486,15630,3575070216,3576847829
12486,15654,3575070216,3575638368
12486,15655,3575070216,3576241217
12544,15648,3576417314,3577625994
13545,16209,3626734117,3627565119
12544,15649,3576498630,3577593172
12555,15658,3577808305,3578410729
12574,15678,3578240539,3579425664
12593,15683,3579440938,3580649968
12593,15684,3579468914,3580649931
12634,15761,3586228744,3587997525
12621,15765,3588212714,3589808372
12835,15801,3593167773,3593210344
12873,15825,3595349350,3596551152
13007,15876,3600793343,3601648729
13017,15879,3601404330,3602253549
13132,15938,3606053432,3607261162
13132,15939,3606379780,3607256410
13093,15948,3606859729,3608124931
13141,15955,3607335694,3609089581
13189,15982,3609683731,3610889956
13189,15983,3609911692,3610889360
13084,15995,3611250426,3612999090
13190,16001,3611657268,3613312634
13246,16012,3612706076,3613924798
13246,16013,3612795401,3613924085
13156,16051,3615303704,3616592373
13367,16065,3616783555,3617629151
13379,16069,3617546488,3618242617
13244,16040,3617912497,3619356998
13478,16154,3621193638,3621599994
13478,16153,3620759857,3621167880
13491,16166,3622900031,3623331563
13484,16168,3622571982,3623417838
13491,16165,3622716538,3622899403
13423,16196,3625232895,3625275552
13554,16237,3627345595,3628356708
13588,16272,3628386317,3629235441
13577,16275,3628882723,3630077944
13537,16298,3630059183,3630592693
13624,16307,3631290099,3632579959
13993,16493,3651328494,3652534466
14139,16676,3665162923,3666362328
13978,16555,3651278402,3653052512
10967,16494,3653661998,3654867573
14078,16612,3656070548,3656105979
14094,16495,3659106857,3660314390
14086,16638,3659199267,3660573527
14181,16672,3665318838,3666434252
14189,16682,3666983634,3668187489
14185,16677,3667157745,3668345959
14202,16700,3668955057,3669890977
