"round_id","coder_id","handle","point_total","num_submissions","attended","system_point_total","placed","old_rating","new_rating","old_vol","new_vol","rated_ind","advanced","provisional_placed","num_ratings"
9874,10284391,"Oleksiy",43.28,3,"Y",43.28,68,"","","","",0,"N",68,0
9874,19786437,"dskloet",43.26,6,"Y",43.26,69,"","","","",0,"N",69,0
9874,8361901,"niphoton",43.23,4,"Y",43.23,70,"","","","",0,"N",70,0
9874,8349097,"hauser",42.9,4,"Y",42.9,71,"","","","",0,"N",71,0
9874,15155743,"aminallam",42.9,20,"Y",42.9,71,"","","","",0,"N",71,0
9874,8347577,"daiwb",42.89,17,"Y",42.89,73,"","","","",0,"N",73,0
9874,9986681,"onyx",42.89,11,"Y",42.89,73,"","","","",0,"N",73,0
9874,15189476,"cheapwine",42.8,15,"Y",42.8,75,"","","","",0,"N",75,0
9874,284007,"Ryan",42.65,5,"Y",42.65,76,"","","","",0,"N",76,0
9874,15880456,"stugrammer",42.3,6,"Y",42.3,77,"","","","",0,"N",77,0
9874,7501828,"BjarkeDahlEbert",42.27,4,"Y",42.27,78,"","","","",0,"N",78,0
9874,8379457,"jvpardon",42.25,8,"Y",42.25,79,"","","","",0,"N",79,0
9874,10288909,"vad2",42.23,8,"Y",42.23,80,"","","","",0,"N",80,0
9874,15718818,"LemonTree",42.22,5,"Y",42.22,81,"","","","",0,"N",81,0
9874,7504169,"youzai",42.21,3,"Y",42.21,82,"","","","",0,"N",82,0
9874,288302,"Sparrow",42.21,4,"Y",42.21,82,"","","","",0,"N",82,0
9874,15234589,"X_X",42,13,"Y",42,84,"","","","",0,"N",84,0
9874,7459326,"jdmetz",41.86,10,"Y",41.86,85,"","","","",0,"N",85,0
9874,15287113,"What1",41.8,6,"Y",41.8,86,"","","","",0,"N",86,0
9874,15893265,"gubd",41.65,17,"Y",41.65,87,"","","","",0,"N",87,0
9874,302053,"oldbig",41.55,7,"Y",41.55,88,"","","","",0,"N",88,0
9874,251223,"along",41.54,8,"Y",41.54,89,"","","","",0,"N",89,0
9874,20065161,"LittleWhite",41.53,3,"Y",41.53,90,"","","","",0,"N",90,0
9874,15778744,"tarlandil",41.34,4,"Y",41.34,91,"","","","",0,"N",91,0
9874,7454301,"paranoia",41.2,5,"Y",41.2,92,"","","","",0,"N",92,0
9874,14946025,"Michael_Levin",41.17,6,"Y",41.17,93,"","","","",0,"N",93,0
9874,2058174,"Parchandri",41.1,11,"Y",41.1,94,"","","","",0,"N",94,0
9874,15175785,"xiaoheng_zju",41.08,6,"Y",41.08,95,"","","","",0,"N",95,0
9874,15976902,"constR",41.01,9,"Y",41.01,96,"","","","",0,"N",96,0
9874,15600321,"MB__",40.98,17,"Y",40.98,97,"","","","",0,"N",97,0
9874,7264865,"bogklug",40.8,2,"Y",40.8,98,"","","","",0,"N",98,0
9874,15180452,"SyfAldeen",40.75,8,"Y",40.75,99,"","","","",0,"N",99,0
9874,20314145,"supergreen",40.65,9,"Y",40.65,100,"","","","",0,"N",100,0
9874,293874,"nicka81",40.61,8,"Y",40.61,101,"","","","",0,"N",101,0
9874,260558,"axl",40.46,3,"Y",40.46,102,"","","","",0,"N",102,0
9874,8593420,"_efer_",40.43,1,"Y",40.43,103,"","","","",0,"N",103,0
9874,10411856,"modenl",40.43,5,"Y",40.43,103,"","","","",0,"N",103,0
9874,20208899,"yava",40.43,2,"Y",40.43,103,"","","","",0,"N",103,0
9874,7480870,"gauravj116",40.43,3,"Y",40.43,103,"","","","",0,"N",103,0
9874,15025482,"hubPL",40.43,3,"Y",40.43,103,"","","","",0,"N",103,0
9874,19777021,"Learnable",40.43,22,"Y",40.43,103,"","","","",0,"N",103,0
9874,11980288,"andrzejk",40.43,1,"Y",40.43,103,"","","","",0,"N",103,0
9874,10244820,"t3hg0suazn",40.43,8,"Y",40.43,103,"","","","",0,"N",103,0
9874,11809435,"sidky",40.43,4,"Y",40.43,103,"","","","",0,"N",103,0
9874,10332088,"martinp534",40.43,1,"Y",40.43,103,"","","","",0,"N",103,0
9874,9923666,"Vishwesh86",40.42,3,"Y",40.42,113,"","","","",0,"N",113,0
9874,20313950,"RandomAccess",40.42,10,"Y",40.42,113,"","","","",0,"N",113,0
9874,269554,"Yarin",40.42,4,"Y",40.42,113,"","","","",0,"N",113,0
9874,120816,"malpt",40.42,4,"Y",40.42,113,"","","","",0,"N",113,0
9874,8362133,"dhyanesh",40.42,8,"Y",40.42,113,"","","","",0,"N",113,0
9874,11899489,"Jacek",40.42,1,"Y",40.42,113,"","","","",0,"N",113,0
9874,16032673,"neaorin",40.42,1,"Y",40.42,113,"","","","",0,"N",113,0
9874,7390772,"duner",40.42,5,"Y",40.42,113,"","","","",0,"N",113,0
9874,10529963,"Major_Hostility",40.42,4,"Y",40.42,113,"","","","",0,"N",113,0
9874,10505845,"esteban",40.41,4,"Y",40.41,122,"","","","",0,"N",122,0
9874,11773797,"yoho",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,274760,"Running Wild",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,9971384,"smell",40.41,1,"Y",40.41,122,"","","","",0,"N",122,0
9874,15055527,"FinalLaugh",40.41,6,"Y",40.41,122,"","","","",0,"N",122,0
9874,10399422,"matthew0028",40.41,6,"Y",40.41,122,"","","","",0,"N",122,0
9874,308453,"overwise",40.41,1,"Y",40.41,122,"","","","",0,"N",122,0
9874,10685736,"bondo",40.41,11,"Y",40.41,122,"","","","",0,"N",122,0
9874,275071,"antimatter",40.41,9,"Y",40.41,122,"","","","",0,"N",122,0
9874,13387631,"chilre",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,10256417,"petra.b1",40.41,7,"Y",40.41,122,"","","","",0,"N",122,0
9874,302670,"kmd-10",40.41,6,"Y",40.41,122,"","","","",0,"N",122,0
9874,308953,"Mike Mirzayanov",40.41,1,"Y",40.41,122,"","","","",0,"N",122,0
9874,2058177,"Revenger",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,20188992,"KevinKW",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,7502813,"monsoon",40.41,10,"Y",40.41,122,"","","","",0,"N",122,0
9874,7227699,"bjoeris",40.41,8,"Y",40.41,122,"","","","",0,"N",122,0
9874,14991227,"vdave",40.41,2,"Y",40.41,122,"","","","",0,"N",122,0
9874,251130,"wyatt",40.41,2,"Y",40.41,122,"","","","",0,"N",122,0
9874,271978,"rusi",40.41,1,"Y",40.41,122,"","","","",0,"N",122,0
9874,157638,"Porgery",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,11952615,"kanishkkunal",40.41,4,"Y",40.41,122,"","","","",0,"N",122,0
9874,8510917,"tywok",40.41,2,"Y",40.41,122,"","","","",0,"N",122,0
9874,9964455,"Crush",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,8357649,"inkfish",40.41,4,"Y",40.41,122,"","","","",0,"N",122,0
9874,7576932,"Sputnik",40.41,1,"Y",40.41,122,"","","","",0,"N",122,0
9874,20243006,"arieswy",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,15693310,"michael.tamm",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,20313968,"hatchback",40.41,10,"Y",40.41,122,"","","","",0,"N",122,0
9874,154648,"dana",40.41,2,"Y",40.41,122,"","","","",0,"N",122,0
9874,20310570,"dreamsleep",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,15619934,"amitn_gupta",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,304026,"lurk3r",40.41,13,"Y",40.41,122,"","","","",0,"N",122,0
9874,282117,"slogarbage",40.41,14,"Y",40.41,122,"","","","",0,"N",122,0
9874,268580,"Wasyuu",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,119676,"Pops",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,10601281,"tatsu",40.41,7,"Y",40.41,122,"","","","",0,"N",122,0
9874,16208012,"herzamanki",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,152342,"kyky",40.41,8,"Y",40.41,122,"","","","",0,"N",122,0
9874,15566003,"NetCoderCN",40.41,2,"Y",40.41,122,"","","","",0,"N",122,0
9874,7400531,"mafattah",40.41,5,"Y",40.41,122,"","","","",0,"N",122,0
9874,156848,"TPCoder",40.41,6,"Y",40.41,122,"","","","",0,"N",122,0
9874,20249593,"marswe",40.41,3,"Y",40.41,122,"","","","",0,"N",122,0
9874,19744252,"zzzzzzzzzzzz",40.41,1,"Y",40.41,122,"","","","",0,"N",122,0
9874,15245841,"Benni_F",40.4,20,"Y",40.4,166,"","","","",0,"N",166,0
9874,16110923,"terence_hit",40.4,12,"Y",40.4,166,"","","","",0,"N",166,0
9874,10306804,"jediller",40.4,6,"Y",40.4,166,"","","","",0,"N",166,0
9874,19828883,"DrMMM",40.39,12,"Y",40.39,169,"","","","",0,"N",169,0
9874,293132,"Aricle",40.39,6,"Y",40.39,169,"","","","",0,"N",169,0
9874,10611351,"sephiroth79",40.39,6,"Y",40.39,169,"","","","",0,"N",169,0
9874,10552957,"RedSpikeyThing",40.36,3,"Y",40.36,172,"","","","",0,"N",172,0
9874,262056,"mathijs",40.36,3,"Y",40.36,172,"","","","",0,"N",172,0
9874,266625,"anan",40.3,8,"Y",40.3,174,"","","","",0,"N",174,0
9874,310430,"gepa",40.29,3,"Y",40.29,175,"","","","",0,"N",175,0
9874,8592565,"felix_halim",40.28,2,"Y",40.28,176,"","","","",0,"N",176,0
9874,20324256,"xj803",40.13,1,"Y",40.13,177,"","","","",0,"N",177,0
9874,268851,"gladius",40.03,4,"Y",40.03,178,"","","","",0,"N",178,0
9874,20032805,"romkatv",39.8,5,"Y",39.8,179,"","","","",0,"N",179,0
9874,15206296,"OpenGL",39.68,8,"Y",39.68,180,"","","","",0,"N",180,0
9874,10540404,"szymon_r",39.57,7,"Y",39.57,181,"","","","",0,"N",181,0
9874,15073791,"minhu",39.54,4,"Y",39.54,182,"","","","",0,"N",182,0
9874,10610339,"singlethread",39.38,3,"Y",39.38,183,"","","","",0,"N",183,0
9874,301504,"opi",39.33,8,"Y",39.33,184,"","","","",0,"N",184,0
9874,11946267,"palmcron",39.22,11,"Y",39.22,185,"","","","",0,"N",185,0
9874,10039742,"AnonnymousT",39.03,9,"Y",39.03,186,"","","","",0,"N",186,0
9874,252076,"Wasteland",38.99,15,"Y",38.99,187,"","","","",0,"N",187,0
9874,20093875,"SpaceFlyer",38.89,11,"Y",38.89,188,"","","","",0,"N",188,0
9874,20049750,"MaxP",38.75,8,"Y",38.75,189,"","","","",0,"N",189,0
9874,15682107,"gaujain",38.72,1,"Y",38.72,190,"","","","",0,"N",190,0
9874,16224035,"fireduck",38.71,6,"Y",38.71,191,"","","","",0,"N",191,0
9874,20276193,"rstarfield",38.41,5,"Y",38.41,192,"","","","",0,"N",192,0
9874,15655344,"notmasteryet",38.29,11,"Y",38.29,193,"","","","",0,"N",193,0
9874,14799018,"ashirwad",38.1,4,"Y",38.1,194,"","","","",0,"N",194,0
9874,13280553,"arr",37.84,5,"Y",37.84,195,"","","","",0,"N",195,0
9874,15231364,"soul-net",37.83,5,"Y",37.83,196,"","","","",0,"N",196,0
9874,153724,"Vaduz",37.81,27,"Y",37.81,197,"","","","",0,"N",197,0
9874,9923663,"Mozg",37.77,6,"Y",37.77,198,"","","","",0,"N",198,0
9874,8459166,"gentryx",37.74,6,"Y",37.74,199,"","","","",0,"N",199,0
9874,10685896,"Hardpoint",37.67,4,"Y",37.67,200,"","","","",0,"N",200,0
9874,7507120,"theflea74",37.57,12,"Y",37.57,201,"","","","",0,"N",201,0
9874,269694,"nnahas",37.56,1,"Y",37.56,202,"","","","",0,"N",202,0
9874,15217003,"ruGlory",37.55,11,"Y",37.55,203,"","","","",0,"N",203,0
9874,15108618,"lieulieu",37.54,6,"Y",37.54,204,"","","","",0,"N",204,0
9874,10655954,"JFreke",37.29,6,"Y",37.29,205,"","","","",0,"N",205,0
9874,299070,"joemama",37.27,4,"Y",37.27,206,"","","","",0,"N",206,0
9874,154825,"haykel",37.27,7,"Y",37.27,206,"","","","",0,"N",206,0
9874,7499058,"Xepo",37.27,1,"Y",37.27,206,"","","","",0,"N",206,0
9874,10599301,"sinkingship",37.27,3,"Y",37.27,206,"","","","",0,"N",206,0
9874,7460634,"LuckyLibran",37.27,6,"Y",37.27,206,"","","","",0,"N",206,0
9874,7444428,"ereboucas",37.27,2,"Y",37.27,206,"","","","",0,"N",206,0
9874,9906197,"krijgertje",37.26,3,"Y",37.26,212,"","","","",0,"N",212,0
9874,11780742,"cekoski",37.24,13,"Y",37.24,213,"","","","",0,"N",213,0
9874,10400282,"hano",37.24,7,"Y",37.24,213,"","","","",0,"N",213,0
9874,10052926,"shuniu",37.24,6,"Y",37.24,213,"","","","",0,"N",213,0
9874,9961954,"HappyDude",36.45,6,"Y",36.45,216,"","","","",0,"N",216,0
9874,7503639,"blackbeltcoder4",36.4,5,"Y",36.4,217,"","","","",0,"N",217,0
9874,14984389,"pazabo",36.12,2,"Y",36.12,218,"","","","",0,"N",218,0
9874,278167,"Merlin[Kyiv]",36.02,4,"Y",36.02,219,"","","","",0,"N",219,0
9874,10498974,"evgeni",36.01,5,"Y",36.01,220,"","","","",0,"N",220,0
9874,124675,"duhone",35.83,10,"Y",35.83,221,"","","","",0,"N",221,0
9874,155275,"DjinnKahn",35.55,6,"Y",35.55,222,"","","","",0,"N",222,0
9874,10035319,"Pisky",34.95,4,"Y",34.95,223,"","","","",0,"N",223,0
9874,19914293,"DarekKonieczny",34.57,4,"Y",34.57,224,"","","","",0,"N",224,0
9874,20313884,"CobraCommander",34.43,12,"Y",34.43,225,"","","","",0,"N",225,0
9874,8373120,"jsi",34.35,12,"Y",34.35,226,"","","","",0,"N",226,0
9874,10600282,"Mojito1",33.6,4,"Y",33.6,227,"","","","",0,"N",227,0
9874,9977783,"PuffRing",33.38,16,"Y",33.38,228,"","","","",0,"N",228,0
9874,7313615,"covganet",33.3,4,"Y",33.3,229,"","","","",0,"N",229,0
9874,8349001,"belzebub",32.83,4,"Y",32.83,230,"","","","",0,"N",230,0
9874,7448904,"DEathkNIghtS",32.78,1,"Y",32.78,231,"","","","",0,"N",231,0
9874,347569,"Savior",32.54,2,"Y",32.54,232,"","","","",0,"N",232,0
9874,11846525,"allthefish",32.53,15,"Y",32.53,233,"","","","",0,"N",233,0
9874,19972208,"joshgilkerson",32.21,7,"Y",32.21,234,"","","","",0,"N",234,0
9874,286911,"XuChuan",32.13,3,"Y",32.13,235,"","","","",0,"N",235,0
9874,19799536,"joseki",32.04,9,"Y",32.04,236,"","","","",0,"N",236,0
9874,15330608,"Batista",31.87,8,"Y",31.87,237,"","","","",0,"N",237,0
9874,10647213,"chrbanx",31.85,4,"Y",31.85,238,"","","","",0,"N",238,0
9874,10597114,"Psyho",31.85,5,"Y",31.85,238,"","","","",0,"N",238,0
9874,7479769,"marian",31.65,3,"Y",31.65,240,"","","","",0,"N",240,0
9874,15046749,"nebula.lam",31.63,3,"Y",31.63,241,"","","","",0,"N",241,0
9874,11833324,"martin-at-ksp",31.56,6,"Y",31.56,242,"","","","",0,"N",242,0
9874,7446349,"Number9",31.41,2,"Y",31.41,243,"","","","",0,"N",243,0
9874,20297734,"abelykh",31.39,10,"Y",31.39,244,"","","","",0,"N",244,0
9874,10015783,"anikov",31.34,4,"Y",31.34,245,"","","","",0,"N",245,0
9874,7396310,"ivankovic",31.32,5,"Y",31.32,246,"","","","",0,"N",246,0
9874,15549441,"thoth",31.11,1,"Y",31.11,247,"","","","",0,"N",247,0
9874,20202665,"Sieldog",30.85,3,"Y",30.85,248,"","","","",0,"N",248,0
9874,19740398,"TrePe",30.78,1,"Y",30.78,249,"","","","",0,"N",249,0
9874,10653621,"diecast",30.73,9,"Y",30.73,250,"","","","",0,"N",250,0
9874,7443907,"joely",30.02,5,"Y",30.02,251,"","","","",0,"N",251,0
9874,7460518,"itman",29.55,2,"Y",29.55,252,"","","","",0,"N",252,0
9874,10474664,"lifeisbeautiful",28.89,4,"Y",28.89,253,"","","","",0,"N",253,0
9874,7296000,"connect4",28.75,10,"Y",28.75,254,"","","","",0,"N",254,0
9874,20252071,"MToloo",28.75,1,"Y",28.75,254,"","","","",0,"N",254,0
9874,20255851,"otm2000_zhang",28.57,2,"Y",28.57,256,"","","","",0,"N",256,0
9874,19720600,"ArchMaG",28.55,3,"Y",28.55,257,"","","","",0,"N",257,0
9874,289235,"HoldMeDown",28.55,21,"Y",28.55,257,"","","","",0,"N",257,0
9874,20250809,"light_zls",28.45,10,"Y",28.45,259,"","","","",0,"N",259,0
9874,8396270,"lews",28.35,2,"Y",28.35,260,"","","","",0,"N",260,0
9874,10603824,"katiej76",28.02,2,"Y",28.02,261,"","","","",0,"N",261,0
9874,16209297,"xemoaya",27.96,1,"Y",27.96,262,"","","","",0,"N",262,0
9874,9922455,"kokos",27.89,2,"Y",27.89,263,"","","","",0,"N",263,0
9874,260828,"Larry",27.46,8,"Y",27.46,264,"","","","",0,"N",264,0
9874,16097567,"Varan",27.21,3,"Y",27.21,265,"","","","",0,"N",265,0
9874,15485957,"embe",27.2,1,"Y",27.2,266,"","","","",0,"N",266,0
9874,16095200,"ReiVaX18",27.2,3,"Y",27.2,266,"","","","",0,"N",266,0
9874,8375801,"vividmxx",27.2,4,"Y",27.2,266,"","","","",0,"N",266,0
9874,20278214,"theli",27.19,2,"Y",27.19,269,"","","","",0,"N",269,0
9874,303185,"Cosmin.ro",27.19,1,"Y",27.19,269,"","","","",0,"N",269,0
9874,11888018,"Snail",27.05,3,"Y",27.05,271,"","","","",0,"N",271,0
9874,295677,"siscocpu",26.96,12,"Y",26.96,272,"","","","",0,"N",272,0
9874,19755547,"Dmitry.Lepikhin",26.95,2,"Y",26.95,273,"","","","",0,"N",273,0
9874,8383272,"toschek",26.91,4,"Y",26.91,274,"","","","",0,"N",274,0
9874,10637102,"trulo_17",26.85,1,"Y",26.85,275,"","","","",0,"N",275,0
9874,8381642,"grackle",26.73,9,"Y",26.73,276,"","","","",0,"N",276,0
9874,11992157,"pvncad",26.6,6,"Y",26.6,277,"","","","",0,"N",277,0
9874,251184,"dplass",26.58,2,"Y",26.58,278,"","","","",0,"N",278,0
9874,15110154,"xianchao",26.56,16,"Y",26.56,279,"","","","",0,"N",279,0
9874,10278300,"yn2004",26.52,12,"Y",26.52,280,"","","","",0,"N",280,0
9874,10049543,"darios",26.51,1,"Y",26.51,281,"","","","",0,"N",281,0
9874,19840876,"Melon",26.51,3,"Y",26.51,281,"","","","",0,"N",281,0
9874,20230950,"rotter",26.51,7,"Y",26.51,281,"","","","",0,"N",281,0
9874,15157213,"lbfacci",26.51,2,"Y",26.51,281,"","","","",0,"N",281,0
9874,7364110,"kats",26.51,2,"Y",26.51,281,"","","","",0,"N",281,0
9874,11919691,"Soultaker",26.51,1,"Y",26.51,281,"","","","",0,"N",281,0
9874,11896646,"Aegypter",26.51,6,"Y",26.51,281,"","","","",0,"N",281,0
9874,10409245,"Sparr0",26.51,1,"Y",26.51,281,"","","","",0,"N",281,0
9874,8500618,"Sparr",26.51,1,"Y",26.51,281,"","","","",0,"N",281,0
9874,20049681,"rubbish",26.49,3,"Y",26.49,290,"","","","",0,"N",290,0
9874,15632820,"gentoo",26.48,2,"Y",26.48,291,"","","","",0,"N",291,0
9874,293685,"bigbug",26.48,1,"Y",26.48,291,"","","","",0,"N",291,0
9874,11843633,"ammatsun",26.48,7,"Y",26.48,291,"","","","",0,"N",291,0
9874,19832365,"Karalabe",26.48,6,"Y",26.48,291,"","","","",0,"N",291,0
9874,15607604,"dynamitehacker",26.48,1,"Y",26.48,291,"","","","",0,"N",291,0
9874,14908325,"dkorduban",26.48,3,"Y",26.48,291,"","","","",0,"N",291,0
9874,16056366,"rahulgarg123",26.48,13,"Y",26.48,291,"","","","",0,"N",291,0
9874,15166995,"stone",26.48,4,"Y",26.48,291,"","","","",0,"N",291,0
9874,299758,"jigrv",26.48,5,"Y",26.48,291,"","","","",0,"N",291,0
9874,20284352,"antaragni",26.48,9,"Y",26.48,291,"","","","",0,"N",291,0
9874,10660983,"tarkeshwar",26.48,2,"Y",26.48,291,"","","","",0,"N",291,0
9874,7444051,"marijnk",26.42,2,"Y",26.42,302,"","","","",0,"N",302,0
9874,251263,"chultquist",26.12,3,"Y",26.12,303,"","","","",0,"N",303,0
9874,10225014,"mediocreguy",26.03,8,"Y",26.03,304,"","","","",0,"N",304,0
