round_id,coder_id,handle,attended,num_submissions,point_total,provisional_placed,system_point_total,placed,rated_ind,old_rating,new_rating,num_ratings,duration,first_submission_time,last_submission_time,prov_score_norm,fin_score_norm,old_rating_norm,prov_rank_norm,fin_rank_norm,old_rating_rank_norm,submission_freq,predictability_prov,predictability_fin,predictability_norm_score,new_minus_old_rating,dev_from_predicted_prov,dev_from_predicted_fin,prov_score_norm_distance,fin_score_norm_distance,num_nonmissing_prov,num_nonmissing_fin,num_nonmissing_numsubmissions,num_nonmissing_oldrating,num_prev_ratings,first_complexity,last_complexity,num_nonmissing_firstcomp,num_nonmissing_lastcomp,first_submission_lines,sum_insertions,sum_code_lines,last_submission_lines,num_nonmissing_sumcodelines,newcomer,num_contestants,contestant_registrant_ratio,average_experience,engagement_barrier,scoring_complexity,provisional_testing,task_type,target,improve,scoring_type,stratum
10087,279237,ruckc,Y,10,79.69,82.0,643.09,82.0,0,,,0,335.0,3362319506,3363523145,0.9704091573307354,0.9717286189181022,,0.5597826086956522,0.5597826086956522,,0.029850746268656716,,,,,,,0.029590842669264594,0.02827138108189775,184,184,184,0,0,49.0,45.0,177.0,177.0,201.0,538.0,739.0,234.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,282718,Rustyoldman,Y,9,80.45,64.0,647.2,66.0,0,,,0,335.0,3362319506,3363523145,0.9796639064783244,0.9779389543668784,,0.654891304347826,0.6467391304347826,,0.026865671641791045,,,,,,,0.020336093521675647,0.022061045633121612,184,184,184,0,0,4.0,117.0,177.0,177.0,28.0,870.0,898.0,465.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,283329,JacoCronje,Y,24,81.96,8.0,660.46,8.0,0,,,0,335.0,3362319506,3363523145,0.9980516317584022,0.9979752190994259,,0.9619565217391305,0.9619565217391305,,0.07164179104477612,,,,,,,0.001948368241597831,0.002024780900574119,184,184,184,0,0,30.0,153.0,177.0,177.0,118.0,1567.0,1685.0,673.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,292451,Mr.Sketch,Y,3,79.04,94.0,636.35,96.0,0,,,0,335.0,3362319506,3363523145,0.962493911349245,0.9615442731943187,,0.4945652173913043,0.483695652173913,,0.008955223880597015,,,,,,,0.037506088650755,0.03845572680568132,184,184,184,0,0,17.0,35.0,177.0,177.0,64.0,111.0,175.0,154.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,293874,nicka81,Y,1,56.83,161.0,453.87,160.0,0,,,0,335.0,3362319506,3363523145,0.6920360448124695,0.6858114233907525,,0.13043478260869565,0.1358695652173913,,0.0029850746268656717,,,,,,,0.3079639551875305,0.3141885766092475,184,184,184,0,0,13.0,13.0,177.0,177.0,90.0,0.0,90.0,90.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,296184,jenaex,Y,9,76.22,121.0,616.98,117.0,0,,,0,335.0,3362319506,3363523145,0.9281539210910862,0.9322756119673619,,0.3451086956521739,0.3695652173913043,,0.026865671641791045,,,,,,,0.07184607890891381,0.06772438803263814,184,184,184,0,0,43.0,125.0,177.0,177.0,240.0,2627.0,2867.0,821.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7240885,psangeljg,Y,4,69.97,145.0,565.76,142.0,0,,,0,335.0,3362319506,3363523145,0.8520457866536775,0.8548806285886975,,0.21739130434782608,0.23369565217391305,,0.011940298507462687,,,,,,,0.14795421334632253,0.1451193714113025,184,184,184,0,0,24.0,96.0,177.0,177.0,187.0,337.0,524.0,514.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7264865,bogklug,Y,2,77.84,107.0,625.61,108.0,0,,,0,335.0,3362319506,3363523145,0.9478811495372625,0.9453158053792687,,0.42391304347826086,0.41847826086956524,,0.005970149253731343,,,,,,,0.052118850462737454,0.054684194620731263,184,184,184,0,0,35.0,36.0,177.0,177.0,195.0,12.0,207.0,203.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7296000,connect4,Y,5,77.27,112.0,618.75,114.0,0,,,0,335.0,3362319506,3363523145,0.9409400876765708,0.9349501359927471,,0.3967391304347826,0.3858695652173913,,0.014925373134328358,,,,,,,0.05905991232342922,0.06504986400725288,184,184,184,0,0,37.0,50.0,177.0,177.0,133.0,222.0,355.0,192.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7358786,hagman,Y,10,81.04,41.0,651.79,52.0,0,,,0,335.0,3362319506,3363523145,0.9868485143692158,0.9848745844666063,,0.782608695652174,0.720108695652174,,0.029850746268656716,,,,,,,0.013151485630784165,0.015125415533393749,184,184,184,0,0,39.0,72.0,177.0,177.0,231.0,1479.0,1710.0,530.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7375820,cfp,Y,2,54.64,162.0,440.18,161.0,0,,,0,335.0,3362319506,3363523145,0.6653677545056015,0.6651254155333939,,0.125,0.13043478260869565,,0.005970149253731343,,,,,,,0.3346322454943985,0.3348745844666061,184,184,184,0,0,2.0,65.0,177.0,177.0,19.0,455.0,474.0,464.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7454301,paranoia,Y,8,81.27,30.0,655.31,29.0,0,,,0,335.0,3362319506,3363523145,0.9896492937165123,0.9901934119069205,,0.842391304347826,0.8478260869565217,,0.023880597014925373,,,,,,,0.010350706283487665,0.009806588093079549,184,184,184,0,0,18.0,30.0,177.0,177.0,84.0,162.0,246.0,130.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7459326,jdmetz,Y,6,81.6,17.0,658.23,13.0,0,,,0,335.0,3362319506,3363523145,0.9936678032148075,0.994605621033545,,0.9130434782608695,0.9347826086956522,,0.01791044776119403,,,,,,,0.006332196785192479,0.005394378966455005,184,184,184,0,0,18.0,51.0,177.0,177.0,77.0,210.0,287.0,203.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7459900,Dem0n,Y,5,78.86,98.0,632.75,103.0,0,,,0,335.0,3362319506,3363523145,0.9603019970774476,0.956104563312179,,0.47282608695652173,0.44565217391304346,,0.014925373134328358,,,,,,,0.03969800292255243,0.04389543668782103,184,184,184,0,0,94.0,97.0,177.0,177.0,324.0,508.0,832.0,390.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7495401,sergiolerner,Y,2,67.96,150.0,550.57,149.0,0,,,0,335.0,3362319506,3363523145,0.8275694106186068,0.8319280749471141,,0.19021739130434784,0.1956521739130435,,0.005970149253731343,,,,,,,0.17243058938139322,0.16807192505288593,184,184,184,0,0,46.0,53.0,177.0,177.0,234.0,47.0,281.0,270.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7499769,stranger,Y,1,65.03,151.0,523.77,153.0,0,,,0,335.0,3362319506,3363523145,0.7918899171943498,0.7914324569356301,,0.18478260869565216,0.17391304347826086,,0.0029850746268656717,,,,,,,0.20811008280565024,0.20856754306436986,184,184,184,0,0,4.0,4.0,177.0,177.0,19.0,0.0,19.0,19.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7500182,inrm,Y,11,81.23,33.0,655.09,30.0,0,,,0,335.0,3362319506,3363523145,0.989162201656113,0.989860985191901,,0.8233695652173914,0.842391304347826,,0.03283582089552239,,,,,,,0.010837798343886984,0.010139014808098978,184,184,184,0,0,17.0,81.0,177.0,177.0,214.0,1102.0,1316.0,366.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7502816,Krivonos,Y,3,70.38,140.0,564.64,144.0,0,,,0,335.0,3362319506,3363523145,0.8570384802727714,0.8531882744031429,,0.2418478260869565,0.22282608695652173,,0.008955223880597015,,,,,,,0.1429615197272286,0.14681172559685707,184,184,184,0,0,7.0,2.0,177.0,177.0,56.0,6.0,62.0,22.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7504863,battyone,Y,7,82.12,1.0,661.8,1.0,0,,,0,335.0,3362319506,3363523145,1.0,1.0,,1.0,1.0,,0.020895522388059702,,,,,,,0.0,0.0,184,184,184,0,0,7.0,97.0,177.0,177.0,82.0,1837.0,1919.0,465.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7506429,Gigz,Y,9,81.65,15.0,658.39,12.0,0,,,0,335.0,3362319506,3363523145,0.9942766682903069,0.9948473859171956,,0.9239130434782609,0.9402173913043478,,0.026865671641791045,,,,,,,0.00572333170969308,0.00515261408280443,184,184,184,0,0,1.0,33.0,177.0,177.0,21.0,431.0,452.0,217.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7567856,MightyByte,Y,4,75.05,128.0,602.54,128.0,0,,,0,335.0,3362319506,3363523145,0.9139064783244032,0.9104563312178906,,0.30978260869565216,0.30978260869565216,,0.011940298507462687,,,,,,,0.0860935216755968,0.0895436687821094,184,184,184,0,0,3.0,21.0,177.0,177.0,23.0,120.0,143.0,119.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,7584274,kirkifer,Y,10,81.36,26.0,655.85,26.0,0,,,0,335.0,3362319506,3363523145,0.990745250852411,0.9910093683892416,,0.8641304347826086,0.8641304347826086,,0.029850746268656716,,,,,,,0.009254749147588948,0.008990631610758415,184,184,184,0,0,23.0,41.0,177.0,177.0,159.0,317.0,476.0,272.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,8358583,dispanser,Y,6,80.76,56.0,651.88,51.0,0,,,0,335.0,3362319506,3363523145,0.9834388699464199,0.9850105772136598,,0.6983695652173914,0.7282608695652174,,0.01791044776119403,,,,,,,0.016561130053580064,0.01498942278634019,184,184,184,0,0,5.0,54.0,177.0,177.0,34.0,271.0,305.0,234.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,8364666,jwigura,Y,1,0.0,176.0,9.92,177.0,0,,,0,335.0,3362319506,3363523145,0.0,0.014989422786340285,,0.02717391304347826,0.043478260869565216,,0.0029850746268656717,,,,,,,1.0,0.9850105772136597,184,184,184,0,0,,,,,,,,,,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,8451340,chrisg,Y,18,81.46,21.0,656.57,23.0,0,,,0,335.0,3362319506,3363523145,0.9919629810034095,0.9920973103656695,,0.8913043478260869,0.8804347826086957,,0.05373134328358209,,,,,,,0.008037018996590484,0.007902689634330495,184,184,184,0,0,19.0,79.0,177.0,177.0,133.0,601.0,734.0,613.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,8556305,Archeress,Y,9,69.84,146.0,562.74,147.0,0,,,0,335.0,3362319506,3363523145,0.8504627374573794,0.8503173164097916,,0.21195652173913043,0.20652173913043478,,0.026865671641791045,,,,,,,0.14953726254262056,0.14968268359020842,184,184,184,0,0,9.0,50.0,177.0,177.0,42.0,567.0,609.0,220.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,8601343,burny,Y,5,78.98,96.0,635.47,98.0,0,,,0,335.0,3362319506,3363523145,0.9617632732586459,0.9602145663342401,,0.483695652173913,0.47282608695652173,,0.014925373134328358,,,,,,,0.03823672674135414,0.03978543366575993,184,184,184,0,0,32.0,38.0,177.0,177.0,180.0,339.0,519.0,297.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,9953294,andro,Y,1,64.4,154.0,513.53,156.0,0,,,0,335.0,3362319506,3363523145,0.784218217243059,0.7759595043819886,,0.16847826086956522,0.15760869565217392,,0.0029850746268656717,,,,,,,0.21578178275694104,0.22404049561801143,184,184,184,0,0,25.0,25.0,177.0,177.0,116.0,0.0,116.0,116.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,9970807,behemot,Y,4,69.45,147.0,563.22,146.0,0,,,0,335.0,3362319506,3363523145,0.8457135898684851,0.8510426110607435,,0.20652173913043478,0.21195652173913043,,0.011940298507462687,,,,,,,0.1542864101315149,0.14895738893925647,184,184,184,0,0,27.0,49.0,177.0,177.0,220.0,202.0,422.0,356.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,9986681,onyx,Y,3,78.74,100.0,634.92,101.0,0,,,0,335.0,3362319506,3363523145,0.9588407208962493,0.9593834995466909,,0.46195652173913043,0.45652173913043476,,0.008955223880597015,,,,,,,0.04115927910375072,0.04061650045330911,184,184,184,0,0,28.0,68.0,177.0,177.0,139.0,145.0,284.0,263.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,9987185,doudouille,Y,12,82.03,3.0,660.95,4.0,0,,,0,335.0,3362319506,3363523145,0.9989040428641013,0.9987156240556061,,0.9864130434782609,0.9836956521739131,,0.03582089552238806,,,,,,,0.0010959571358987175,0.0012843759443939007,184,184,184,0,0,42.0,54.0,177.0,177.0,185.0,276.0,461.0,210.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10039742,AnonnymousT,Y,4,71.48,137.0,583.35,135.0,0,,,0,335.0,3362319506,3363523145,0.8704335119337555,0.8814596554850409,,0.2608695652173913,0.2717391304347826,,0.011940298507462687,,,,,,,0.1295664880662445,0.1185403445149591,184,184,184,0,0,3.0,8.0,177.0,177.0,14.0,135.0,149.0,46.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10233638,goldendf,Y,16,82.0,6.0,660.57,6.0,0,,,0,335.0,3362319506,3363523145,0.9985387238188017,0.9981414324569358,,0.9728260869565217,0.9728260869565217,,0.04776119402985075,,,,,,,0.00146127618119829,0.0018585675430642379,184,184,184,0,0,6.0,163.0,177.0,177.0,52.0,1730.0,1782.0,916.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10241095,azat,Y,15,80.43,66.0,644.01,78.0,0,,,0,335.0,3362319506,3363523145,0.9794203604481247,0.9731187669990934,,0.6467391304347826,0.5815217391304348,,0.04477611940298507,,,,,,,0.02057963955187525,0.026881233000906612,184,184,184,0,0,2.0,52.0,177.0,177.0,34.0,715.0,749.0,280.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10241455,CoreDumped,Y,7,79.2,90.0,639.74,86.0,0,,,0,335.0,3362319506,3363523145,0.9644422795908426,0.9666666666666668,,0.5163043478260869,0.5353260869565217,,0.020895522388059702,,,,,,,0.03555772040915739,0.033333333333333215,184,184,184,0,0,23.0,29.0,177.0,177.0,118.0,196.0,314.0,254.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10261655,Delisoccer,Y,10,80.62,60.0,648.76,61.0,0,,,0,335.0,3362319506,3363523145,0.9817340477350219,0.980296161982472,,0.6793478260869565,0.6739130434782609,,0.029850746268656716,,,,,,,0.01826595226497807,0.019703838017527953,184,184,184,0,0,3.0,37.0,177.0,177.0,7.0,306.0,313.0,156.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10306804,jediller,Y,6,75.58,126.0,605.38,126.0,0,,,0,335.0,3362319506,3363523145,0.9203604481246955,0.9147476579026896,,0.32065217391304346,0.32065217391304346,,0.01791044776119403,,,,,,,0.07963955187530447,0.08525234209731036,184,184,184,0,0,7.0,35.0,177.0,177.0,63.0,226.0,289.0,121.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10380704,bluequark,Y,4,78.79,99.0,635.04,100.0,0,,,0,335.0,3362319506,3363523145,0.9594495859717487,0.9595648232094288,,0.4673913043478261,0.46195652173913043,,0.011940298507462687,,,,,,,0.040550414028251325,0.04043517679057118,184,184,184,0,0,43.0,58.0,177.0,177.0,188.0,87.0,275.0,235.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10398587,sfcommand,Y,1,61.87,157.0,501.7,157.0,0,,,0,335.0,3362319506,3363523145,0.7534096444227958,0.7580840132970686,,0.15217391304347827,0.15217391304347827,,0.0029850746268656717,,,,,,,0.2465903555772042,0.24191598670293135,184,184,184,0,0,4.0,4.0,177.0,177.0,36.0,0.0,36.0,36.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10407399,timmac,Y,4,74.02,132.0,598.24,131.0,0,,,0,335.0,3362319506,3363523145,0.9013638577691183,0.9039588999697795,,0.28804347826086957,0.29347826086956524,,0.011940298507462687,,,,,,,0.09863614223088168,0.09604110003022048,184,184,184,0,0,4.0,42.0,177.0,177.0,16.0,377.0,393.0,220.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10410259,jamesssun,Y,1,24.5,172.0,200.71,172.0,0,,,0,335.0,3362319506,3363523145,0.298343886994642,0.30327893623451196,,0.07065217391304347,0.07065217391304347,,0.0029850746268656717,,,,,,,0.701656113005358,0.696721063765488,184,184,184,0,0,,,177.0,177.0,,,,,,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10410959,qma,Y,9,81.16,37.0,654.38,35.0,0,,,0,335.0,3362319506,3363523145,0.9883097905504139,0.9887881535207012,,0.8043478260869565,0.8152173913043478,,0.026865671641791045,,,,,,,0.011690209449586098,0.011211846479298848,184,184,184,0,0,27.0,66.0,177.0,177.0,217.0,630.0,847.0,452.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10421087,JAB,Y,7,69.33,148.0,566.99,140.0,0,,,0,335.0,3362319506,3363523145,0.8442523136872868,0.856739196131762,,0.20108695652173914,0.24456521739130435,,0.020895522388059702,,,,,,,0.15574768631271318,0.14326080386823803,184,184,184,0,0,4.0,2.0,177.0,177.0,24.0,468.0,492.0,10.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10482608,amirbsku,Y,2,39.48,167.0,317.25,167.0,0,,,0,335.0,3362319506,3363523145,0.480759863614223,0.47937443336355395,,0.09782608695652174,0.09782608695652174,,0.005970149253731343,,,,,,,0.519240136385777,0.5206255666364461,184,184,184,0,0,31.0,34.0,177.0,177.0,120.0,25.0,145.0,134.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10532080,danielb,Y,12,81.03,42.0,653.72,39.0,0,,,0,335.0,3362319506,3363523145,0.9867267413541159,0.9877908733756423,,0.7744565217391305,0.7934782608695652,,0.03582089552238806,,,,,,,0.013273258645884134,0.012209126624357691,184,184,184,0,0,13.0,23.0,177.0,177.0,68.0,250.0,318.0,127.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10574855,Petr,Y,3,80.77,55.0,652.21,49.0,0,,,0,335.0,3362319506,3363523145,0.9835606429615196,0.9855092172861893,,0.7065217391304348,0.7391304347826086,,0.008955223880597015,,,,,,,0.01643935703848043,0.014490782713810657,184,184,184,0,0,15.0,23.0,177.0,177.0,77.0,197.0,274.0,151.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10600282,Mojito1,Y,21,81.71,13.0,657.93,15.0,0,,,0,335.0,3362319506,3363523145,0.9950073063809058,0.9941523118767,,0.9347826086956522,0.9239130434782609,,0.0626865671641791,,,,,,,0.004992693619094157,0.005847688123300054,184,184,184,0,0,27.0,193.0,177.0,177.0,139.0,1487.0,1626.0,731.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
10087,10688304,tolkienfan,Y,9,79.12,92.0,638.61,91.0,0,,,0,335.0,3362319506,3363523145,0.9634680954700439,0.964959202175884,,0.5054347826086957,0.5108695652173914,,0.026865671641791045,,,,,,,0.03653190452995614,0.035040797824115955,184,184,184,0,0,41.0,83.0,177.0,177.0,123.0,333.0,456.0,298.0,179.0,True,194,0.9797979797979798,3.448453608247423,2.0,2.0,TC only,Optimization,Resource or Both,No,Absolute,0.0
