problem_id,round_id,link,num_contestants,contestant_registrant_ratio,num_rounds,first_submission_time,last_submission_time,experience,engagement_barrier,scoring_complexity,prize_pool,prize_number,average_experience,duration,machine_learning,improve,target,task_type,submission_type,scoring_type,provisional_testing,system_vs_provisional,prize_nonmonetary,prize_threshold,stratum,mean_submit_num,median_submit_num,coeff_var_num_submissions,gini_num_submissions,coeff_var_sum_code_lines,gini_sum_code_lines,coeff_var_prov,coeff_var_fin,coeff_var_firstcomp,coeff_var_lastcomp,gini_prov,gini_fin,gini_firstcomp,gini_lastcomp,corr_old_prov_rank,corr_old_fin_rank,corr_old_new_rating,corr_old_prov_score,mean_rating_newcomers,median_rating_newcomers,prop_newcomers,mean_old_rating,median_old_rating,gini_old_rating,coeff_var_old_rating
10034,14354,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14354&pm=10034,106,0.375886524822695,1,3491146351,3492349096,676,2.0,1.0,0.0,0.0,6.377358490566038,335.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No,4.0,9.333333333333334,7.0,0.8503929579528658,0.4419946550048591,1.0097707206013293,0.4481905416123153,0.557278994395122,0.5587441787744978,0.6956521898503885,0.6004765564552893,0.30416965606901225,0.30548441699246387,0.37182181325013997,0.32886206457635037,0.44596700187315996,0.45646837858042494,0.9201938061048948,0.44596700187315996,1261.53125,1250.5,0.38095238095238093,1291.2307692307693,1251.0,0.15240378887167882,0.2740155525860209
10410,13795,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13795&pm=10410,131,0.3521505376344086,1,3450015412,3451222230,917,1.5,1.0,0.0,0.0,7.0,336.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No,4.0,6.0,5.0,0.8275662513558305,0.435069520539606,0.9131007980714806,0.43659206314698384,0.49210338416127564,0.4925849981733472,0.5933897645530641,0.5870348645238358,0.2801783978121837,0.28028756640429375,0.3095436553559111,0.3103467759369535,0.6224461850364493,0.6301509923251206,0.96215150355071,0.6224461850364493,1168.2631578947369,1142.0,0.3247863247863248,1296.367088607595,1255.0,0.14476282246110228,0.26456894769369377
10475,13923,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13923&pm=10475,131,0.3447368421052632,1,3457281790,3458480392,622,2.0,1.0,0.0,0.0,4.748091603053435,333.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,5.0,12.608695652173912,5.0,1.2751117788670376,0.5938950524737632,1.016092285594388,0.45155066110795916,0.366028224293784,0.36193465282950227,0.5339024426924663,0.6445785488112539,0.15686572752974715,0.15344990857553753,0.2786147564887721,0.3256421187253542,0.4216143758952141,0.4212955645536794,0.90774065456017,0.4216143758952141,1223.5135135135135,1191.0,0.3217391304347826,1328.7307692307693,1291.5,0.1271649250779131,0.22885507630118065
9854,14455,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14455&pm=9854,63,0.2093023255813953,1,3501430358,3502375198,460,2.0,1.0,0.0,0.0,7.301587301587301,263.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,5.0,5.137254901960785,3.0,1.0337118105254766,0.49543481514743304,0.8962116992248936,0.4266832594436234,0.7965336219738458,0.7995926361022677,0.6104398010199086,0.6496203125493206,0.44939188194181623,0.45127459432017947,0.30577600428017304,0.3414774323737515,0.7176973194993499,0.723299952750711,0.957983193277311,0.7176973194993499,1235.125,1277.5,0.3137254901960784,1345.7714285714285,1322.0,0.16518437191020097,0.3008060288181073
9888,12204,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=12204&pm=9888,108,0.3624161073825503,1,3426445627,3427631967,552,2.0,1.0,0.0,0.0,5.111111111111111,330.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,5.0,5.772151898734177,4.0,1.0843873098540806,0.5126027093049077,0.9935273824546687,0.4645656072492277,0.7582340116082299,0.7459374616075805,0.8927945707315312,0.6801927820636249,0.42947318137968105,0.42183427576914445,0.4237156601888339,0.3719035808638247,0.624280835773937,0.6250263424833243,0.9532754285823699,0.624280835773937,1261.7272727272727,1289.5,0.27848101265822783,1370.298245614035,1353.0,0.15763665632772328,0.2813392390562518
10032,13709,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13709&pm=10032,111,0.444,1,3442762335,3443965192,794,2.0,1.0,0.0,0.0,7.153153153153153,335.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,5.0,6.564356435643564,4.0,1.000203519575944,0.4790406642474202,0.9067373112868391,0.46440129869456304,0.784571895898363,0.7964477703667818,1.2260201929912011,0.7995024220820242,0.44566371682337114,0.4509799377848176,0.4523385525166319,0.4192928629863327,0.6675512393427814,0.6651083484650679,0.9555024815098864,0.6675512393427814,1214.2,1239.5,0.19801980198019803,1356.4444444444443,1318.0,0.14289399831363825,0.2650720607811318
14543,16887,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16887&pm=14543,80,1.0,1,3697416583,3698625551,1280,2.0,2.0,0.0,0.0,16.0,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,6.0,8.013698630136986,6.0,0.9791493511405015,0.4650977637279007,1.0962910546415183,0.510199854748904,0.32346669861012556,0.3168089969760805,0.773001699302248,0.8434081522192085,0.14507438762463853,0.1416714638466473,0.4211804883855895,0.4230196996831518,0.7997661621960817,0.8052089424499744,0.9776841511107527,0.7997661621960817,1143.3333333333333,1126.5,0.1643835616438356,1500.433962264151,1443.0,0.18032139271918246,0.3299143045542939
10372,13768,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13768&pm=10372,91,0.9680851063829788,2,3446988645,3448195194,1860,2.0,2.0,0.0,0.0,20.43956043956044,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,6.0,10.912087912087912,9.0,0.886883468110466,0.42619213616192475,0.8934937868345046,0.4170992283698216,0.5344659682543919,0.516206276375705,1.0769419525690374,0.5704144253205995,0.30520663596338615,0.2950218152845082,0.5566172922003192,0.30331509947462665,0.617581831328871,0.6199707752963607,0.9499185749490154,0.617581831328871,,,0.0,1882.989010989011,1810.0,0.09592592383572351,0.17421602626611205
10729,16702,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16702&pm=10729,136,0.9927007299270072,1,3668953547,3670160387,2165,2.0,1.0,0.0,0.0,15.919117647058824,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,6.0,7.879032258064516,5.0,1.145945833848861,0.521783273351603,0.9020455895998639,0.4649106803619498,0.4972322061399984,0.5024232623317645,0.9885115875962712,0.7511544176830509,0.28178655927680163,0.2847931260392955,0.5030332808654591,0.4111357908871843,0.7586487678666464,0.7570813812384395,0.9766833665224451,0.7586487678666464,1107.5,1133.5,0.1774193548387097,1491.4705882352941,1468.5,0.1725358729569525,0.3098373715792065
14283,16704,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16704&pm=14283,101,0.971153846153846,1,3675612429,3676813196,1835,2.0,1.5,0.0,0.0,18.168316831683168,334.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,6.0,11.3125,7.0,1.1943648725089695,0.5371393492940455,2.0004605663660064,0.5037331291279794,0.3672092967562489,0.36516267240961914,0.6805729340131518,0.6409452831638862,0.18134319431100376,0.18102491134549015,0.34695934775009696,0.3430936524062159,0.7902068543376864,0.7923107767852401,0.9820790897664308,0.7902068543376864,1170.0,1180.5,0.10416666666666667,1616.406976744186,1576.0,0.17273260790973055,0.307246915308996
10458,13872,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13872&pm=10458,10,1.0,1,3452948156,3452975999,258,2.0,1.0,0.0,0.0,25.8,8.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No,7.0,40.0,36.5,1.0234066206113341,0.4484999999999999,0.5365826513386316,0.28584298584298584,0.047605554466341106,0.03373288681744008,0.9596845608573642,0.46282012972998215,0.025647154554238938,0.018195034945964195,0.39494949494949494,0.2399232245681382,0.3333333333333333,0.34545454545454546,0.8424242424242424,0.3333333333333333,,,0.0,2247.1,2186.0,0.06569801076943627,0.12933530974102106
11140,14275,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14275&pm=11140,12,1.0,1,3495890946,3495974201,281,2.0,1.0,0.0,0.0,23.416666666666668,24.0,No,No,Quality,Strategy,Code,Absolute,Shared,Similar,No,No,7.0,24.75,20.5,0.6280964885373206,0.3364197530864198,0.4006878031216424,0.19719953325554251,0.3247576119516895,0.31321884423227836,0.6807077451444355,0.3161586592615029,0.1586984040869841,0.14447828170312693,0.34151256519677575,0.16725997842502716,0.28721585201872196,0.4405594405594406,0.916083916083916,0.28721585201872196,,,0.0,2420.1666666666665,2492.5,0.06558317838532701,0.12297698059721232
12204,15154,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15154&pm=12204,12,1.0,2,3558089209,3558131986,689,2.0,2.0,0.0,0.0,57.41666666666666,12.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No,7.0,23.416666666666668,21.5,0.675577405234152,0.33362989323843406,0.3985798567096908,0.20707537051027358,0.242527748007541,0.237497534085383,1.1709490268813862,0.5192092703214524,0.13026954790133038,0.12797277874401847,0.5260814249363868,0.2582586125530911,0.13986013986013987,0.13286713286713286,0.8881118881118881,0.13986013986013987,,,0.0,2519.25,2569.0,0.055800888712469465,0.10290872927969891
14733,17020,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=17020&pm=14733,12,1.0,1,3717667372,3717701993,625,2.0,2.0,0.0,0.0,52.083333333333336,10.0,No,No,Quality,Strategy,Code,Relative,Shared,Similar,No,No,7.0,25.416666666666668,17.5,0.857317349096805,0.4040983606557377,0.428406976543854,0.21228159553190684,0.2637272367162989,0.2666048231114261,0.8051015091725359,0.25613418064243987,0.14151320236669263,0.14216027799137676,0.4261392729134664,0.13900747065101393,0.3327500724607145,0.32924744011902274,0.8966738794730832,0.3327500724607145,,,0.0,2556.4166666666665,2572.0,0.0439498647194968,0.08926614052812124
10474,13897,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13897&pm=10474,261,0.4788990825688073,1,3454851969,3456061184,1413,1.0,1.0,0.0,0.0,5.413793103448276,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,8.0,8.679824561403509,4.0,1.8407463708311982,0.6181373722330079,1.1678055335913946,0.5097460688618856,0.484972012258033,0.48718629128475777,0.9561247007416079,0.7857683031570305,0.2531808208607158,0.25419961903669686,0.483145557998776,0.40457178830557194,0.6307377637539977,0.6284224578253316,0.9662718143071621,0.6307377637539977,1202.5,1172.0,0.37719298245614036,1308.7535211267605,1291.5,0.1647333623193833,0.2955376088761307
10918,14264,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14264&pm=10918,212,0.4690265486725664,1,3482073855,3483277163,1284,2.0,2.0,0.0,0.0,6.056603773584905,335.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,8.0,6.518518518518518,4.0,1.153077936472833,0.49350649350649356,1.054459254903779,0.4607141502108254,0.3349148747559623,0.33830870475087915,0.8935387252599243,0.7109611789647808,0.18744632147654328,0.18933986146366388,0.4360856118157106,0.36974547295646887,0.6783037847779767,0.6749699313945315,0.9578795373381639,0.6783037847779767,1160.421875,1148.5,0.3386243386243386,1250.552,1245.0,0.1509348447725487,0.2753842491561495
11942,15137,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15137&pm=11942,163,0.4909638554216867,1,3546236103,3547511929,860,2.0,2.0,0.0,0.0,5.276073619631902,355.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,8.0,3.4172185430463577,2.0,1.4930566955665519,0.5481800913804611,1.8234966098466294,0.6936201682947368,3.608091122654223,3.605267295985378,2.5541492667020465,1.7575006008512695,0.9218347041914882,0.921813791365623,0.6933807196801423,0.6820202566877996,0.5499308276736534,0.5515738504861665,0.9362003199212502,0.5499308276736534,1153.3118279569892,1134.0,0.6158940397350994,1334.9827586206898,1301.5,0.1406955248434495,0.26239281163956807
10655,13964,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=13964&pm=10655,219,0.5407407407407407,1,3463414507,3464614783,1251,2.0,1.0,0.0,0.0,5.712328767123288,334.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,9.0,7.69,5.0,1.1973323126607642,0.5018075422626789,1.3863766548241125,0.5442350076889111,0.5133992513835177,0.4861949523521914,0.7978422206820125,0.8273715414176596,0.2823244838972019,0.2671046041658848,0.4015911867073684,0.42776071548010797,0.6392572761961873,0.638791561771366,0.9449482506277819,0.6392572761961873,1208.6091954022988,1191.0,0.435,1331.825,1279.0,0.15271270416325133,0.27946483536257294
11123,14412,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14412&pm=11123,293,0.6525612472160356,1,3497188113,3498400774,2064,2.0,1.0,0.0,0.0,7.044368600682594,337.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,9.0,6.71830985915493,4.0,1.2829179978788685,0.5191816517553961,1.099932712680473,0.5118593007998378,0.5115817988553804,0.5146581772789058,0.988744700983679,0.8107303027334739,0.2766496134091555,0.2811954319808705,0.484934078956779,0.4156642809856398,0.5732566557914611,0.5850484608345311,0.9289720188698832,0.5732566557914611,1161.5434782608695,1161.0,0.323943661971831,1298.3072916666667,1215.5,0.165301979908401,0.30065827010102203
11585,14672,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14672&pm=11585,254,0.5110663983903421,1,3528465723,3529677557,1731,2.0,1.0,0.0,0.0,6.81496062992126,337.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,9.0,6.105485232067511,4.0,1.1561049021878684,0.5095191856277648,1.280882083637397,0.5921427467310263,0.8231067522114873,0.8224865570977743,1.508364779771116,1.3052115690261983,0.45203629908961496,0.4523946068811786,0.5884712799638172,0.5844751917514694,0.659127075120941,0.660193200208235,0.951793344659009,0.659127075120941,1130.7608695652175,1136.5,0.3881856540084388,1338.1172413793104,1267.0,0.16566211990048307,0.30333449057870276
10967,16494,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16494&pm=10967,77,0.9390243902439024,1,3653661998,3654867573,904,1.0,1.0,0.0,0.0,11.74025974025974,335.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,10.0,6.054794520547945,4.0,0.9590452104300077,0.4795760242980227,1.0489957620443668,0.5242601037787414,0.5200362108196787,0.49866714494264297,1.3708667032965007,0.9684871871231996,0.2964140215468978,0.28377409557358746,0.586615276804485,0.4916469285644208,0.7210145591710948,0.7282665570890987,0.9784796882891984,0.7210145591710948,1148.0,1106.0,0.2465753424657534,1401.9818181818182,1363.0,0.16036378255574457,0.2871972034537834
14094,16495,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16495&pm=14094,76,1.0,1,3659106857,3660314390,870,2.0,1.0,0.0,0.0,11.447368421052632,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,10.0,6.364864864864865,5.0,0.7579927814482935,0.38701440293796985,0.7486636562086094,0.37771093135395917,0.354474162762619,0.3508467653793859,0.926406940001153,0.7380521175628554,0.19568158476905106,0.19373679393811183,0.4388234098760415,0.3576968577776496,0.7346331277460434,0.7307974261013256,0.9735645631858774,0.7346331277460434,1120.625,1136.5,0.21621621621621623,1402.0675675675675,1406.5,0.1754954138740633,0.313174440062592
14485,16857,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16857&pm=14485,70,1.0,1,3692587090,3693785228,984,1.0,2.0,0.0,0.0,14.057142857142855,333.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,10.0,8.569230769230769,7.0,0.8550487234343069,0.4475072503797818,0.7842840480509178,0.42036941146821094,0.274004626554266,0.27250314156375294,1.4105762884866584,0.9038355289020449,0.11872337179833914,0.11724326754049896,0.5055083805083805,0.43328495581724336,0.6715154146765089,0.6754233608336951,0.9387755102040817,0.6715154146765089,1177.3529411764705,1165.0,0.26153846153846155,1406.7916666666667,1451.5,0.15851301720818645,0.29142853868987434
14565,16903,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=16903&pm=14565,146,0.9864864864864864,1,3701037369,3702243503,2179,2.0,1.5,0.0,0.0,14.924657534246576,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,10.0,8.107913669064748,5.0,1.1238129291105095,0.5237435606084786,1.0402966183542917,0.45371211865898264,0.7850002041558664,0.7754952831537196,0.9593510410849143,0.8184738172837122,0.4446476042500809,0.43969399381710284,0.48820299387836275,0.4112322160598023,0.7105434618093296,0.712912729771348,0.9660535806737511,0.7105434618093296,1148.9642857142858,1191.5,0.2014388489208633,1499.3333333333333,1442.0,0.1901498195827206,0.3449257984182501
12444,15570,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15570&pm=12444,112,1.0,1,3570978249,3572182640,1115,1.5,1.0,0.0,0.0,9.955357142857142,335.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,10.0,6.688679245283019,4.5,1.0471266718433452,0.4950501636639434,2.3704045193546053,0.5732450492543981,0.37843183739886765,0.3884396381941316,0.9421085064626813,0.8092737923637017,0.212886758872595,0.21872645934149282,0.511266842633041,0.41413875313614557,0.611411420202493,0.616091496451222,0.9397422405578533,0.611411420202493,1143.3548387096773,1070.0,0.29245283018867924,1450.92,1455.0,0.1400338788875718,0.25464857446565464
10989,14273,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14273&pm=10989,254,0.9883268482490272,2,3486302126,3487510775,3894,2.0,1.0,0.0,0.0,15.330708661417322,336.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,11.0,12.094488188976378,9.0,0.8975235461383054,0.44879839238845143,1.4135072737983445,0.4925331280876776,0.08757089568610865,0.08599362476716622,0.9346537040114307,1.1088032363431928,0.04305017462415228,0.04262351331036318,0.4083629326007696,0.42316728883930743,0.6661025479264195,0.6706487965798915,0.9530058948595745,0.6661025479264195,,,0.0,1616.259842519685,1587.0,0.1228391721782347,0.22300189583034022
11441,14556,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14556&pm=11441,222,0.961038961038961,2,3515937851,3517145999,3786,2.0,1.0,0.0,0.0,17.054054054054053,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,11.0,11.108108108108109,8.0,0.925657716169918,0.44738534154592546,0.7604683095303245,0.3935390384949503,0.5033193302149578,0.4897106445472155,0.8698244498008054,0.7440902039765663,0.2880477696400968,0.27979186961799285,0.39812786858845317,0.3688726844723844,0.536134485584048,0.5407877840900569,0.9536967876256156,0.536134485584048,,,0.0,1613.0585585585586,1537.0,0.1253882079868751,0.22850205185133207
11859,15104,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15104&pm=11859,12,0.144578313253012,2,3542551577,3543752358,1656,2.0,1.0,0.0,0.0,138.0,334.0,No,No,Quality,Optimization,Code,Absolute,Shared,Similar,No,No,12.0,3.375,3.5,0.5237828008789241,0.27314814814814814,,,0.6310333557609172,0.6041502234339717,,,0.3078132539328131,0.29400783585767787,,,,,,,1216.2,1214.0,0.625,1055.0,1165.0,,
11441,14557,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=14557&pm=11441,39,0.2582781456953642,2,3515937851,3517145884,3592,2.0,1.0,0.0,0.0,92.1025641025641,336.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,12.0,5.4,4.0,0.8748356964945606,0.4378600823045268,0.8758058843343652,0.4359254150880806,0.5296698696793221,0.5120085798982658,0.7113066785197578,0.6500294254597507,0.29450001583445296,0.28366991691544474,0.33191290482212565,0.3442703232125368,-0.015589477925164474,0.003896103896103896,0.8831168831168831,-0.015589477925164474,1407.0,1442.0,0.3,1165.7142857142858,1185.0,0.14025443510737612,0.2523720191095118
11984,15155,https://community.topcoder.com/longcontest/?module=ViewProblemStatement&rd=15155&pm=11984,19,0.1792452830188679,2,3547388399,3548588073,2357,2.0,2.0,0.0,0.0,124.05263157894736,334.0,No,No,Quality,Optimization,Code,Relative,Shared,Similar,No,No,12.0,8.9375,4.0,1.1666940282612877,0.5625,1.182849428553187,0.5364661807224009,0.8876993702335705,0.8816296858479813,2.267427537793226,1.5011907785296572,0.47686863032362437,0.4740699137841705,0.6599950211600698,0.5327245053272451,0.5659340659340659,0.5659340659340659,0.7967032967032966,0.5659340659340659,1363.0,1455.0,0.1875,1425.5384615384614,1201.0,0.20252702186654248,0.4120706528120915
